      loan_id,Age     ,   Gender,    no_of_dependents,Number_of_Existing_Loans   ,Existing_Customer   , Education,    Employment, income, loan_amount,    loan_term, cibil_score     , residential_assets_value    ,LTV_Ratio, loan_status        
3538,43,Male,2,2,No, Graduate,Salaried,39000,104317,12,636,520000,63.14, Approved
3539,54,Male,0,2,No, Graduate,Student,34000,103988,36,857,950000,61.43, Approved
3540,50,Female,4,1,Yes, Graduate,Salaried,26000,39487,48,678,1000000,60.7, Approved
3541,58,Male,1,1,No, Graduate,Salaried,135000,96181,48,551,100000,91.29, Approved
3542,61,Male,3,3,Yes, Non Graduate,Salaried,0,150000,48,668,950000,84.14, Approved
3543,42,Female,1,1,No, Graduate,Freelancer,31000,63528,48,672,500000,87.59, Approved
3544,32,Female,3,2,No, Non Graduate,Self-Employed,71000,150000,60,439,520000,94.12,Rejected
3545,70,Female,2,3,No, Non Graduate,Self-Employed,0,101776,60,636,1000000,75.34, Approved
3546,20,Male,0,0,No, Non Graduate,Salaried,57000,136410,12,393,150000,53.56, Rejected
3547,67,Male,5,3,Yes, Non Graduate,Salaried,0,148129,24,848,700000,63, Approved
3548,69,Male,0,0,No, Graduate,Salaried,0,79267,72,790,200000,88.07, Approved
3549,55,Male,2,1,Yes, Non Graduate,Salaried,45000,150000,12,312,2140000,71.91, Rejected
3550,20,Female,2,2,No, Non Graduate,Salaried,22000,30975,36,775,310000,71.12, Approved
3551,31,Male,2,0,No, Non Graduate,Salaried,83000,150000,18,403,950000,81.19, Rejected
3552,25,Male,3,1,No, Non Graduate,Salaried,70000,110822,36,867,920000,72.55, Approved
3553,61,Female,0,3,Yes, Graduate,Salaried,0,126764,60,558,830000,83.96, Approved
3554,35,Female,5,3,Yes, Graduate,Salaried,97000,68938,18,548,140000,64.79,Rejected
3555,33,Female,0,3,Yes, Non Graduate,Self-Employed,93000,150000,12,486,950000,43.57, Rejected
3556,28,Male,4,2,No, Graduate,Self-Employed,78000,52960,24,635,330000,56.62, Approved
3557,24,Male,5,0,Yes, Graduate,Self-Employed,23000,54300,24,538,320000,71.37,Rejected
3558,23,Female,4,3,No, Non Graduate,Unemployed,42000,49296,72,496,630000,95, Rejected
3559,66,Female,4,0,No, Graduate,Salaried,146000,84800,48,411,140000,92.31, Rejected
3560,42,Male,4,3,Yes, Non Graduate,Self-Employed,101000,150000,36,857,740000,50.12, Approved
3561,30,Female,5,3,No, Graduate,Salaried,58000,115679,48,360,950000,95, Rejected
3562,65,Male,4,2,No, Graduate,Student,42000,79757,72,461,980000,77.04, Rejected
3563,40,Female,0,3,Yes, Graduate,Salaried,111000,150000,48,638,330000,69.66, Approved
3564,41,Female,5,0,Yes, Graduate,Self-Employed,85000,138763,36,865,1000000,79.74, Approved
3565,20,Male,5,1,No, Non Graduate,Salaried,41000,121417,12,449,590000,62.85, Rejected
3566,58,Male,1,3,No, Non Graduate,Self-Employed,142000,144859,60,870,470000,94.75, Approved
3567,24,Female,5,1,No, Non Graduate,Self-Employed,12000,16015,36,815,530000,72.55, Approved
3568,21,Male,2,3,No, Non Graduate,Self-Employed,24000,106941,72,454,420000,95, Rejected
3569,38,Female,1,3,Yes, Non Graduate,Salaried,111000,126142,24,783,130000,40, Approved
3570,39,Male,3,0,No, Graduate,Salaried,51000,95757,60,543,360000,68.26, Rejected
3571,26,Male,4,3,No, Non Graduate,Salaried,59000,38063,36,786,760000,95, Approved
3572,26,Female,3,1,No, Graduate,Salaried,35000,150000,48,395,150000,84.31, Rejected
3573,22,Female,2,2,Yes, Non Graduate,Salaried,30000,90639,24,885,100000,76.46, Approved
3574,49,Female,2,0,Yes, Non Graduate,Self-Employed,104000,71396,12,488,1000000,73.63, Rejected
3575,47,Male,2,2,Yes, Non Graduate,Self-Employed,41000,21357,60,829,750000,69.73, Approved
3576,54,Female,4,1,No, Non Graduate,Self-Employed,155000,105532,60,677,2200000,91.43, Approved
3577,43,Male,4,3,Yes, Non Graduate,Salaried,35000,58271,48,645,1450000,47.51, Approved
3578,39,Male,5,0,No, Non Graduate,Salaried,112000,104388,48,788,940000,52.73, Approved
3579,20,Male,2,0,Yes, Non Graduate,Student,50000,39939,48,649,1000000,56.38, Approved
3580,70,Male,2,2,No, Non Graduate,Salaried,178000,56615,24,519,2280000,95, Rejected
3581,59,Female,3,3,Yes, Graduate,Student,0,150000,60,772,340000,40, Approved
3582,69,Male,4,2,No, Graduate,Salaried,124000,96111,12,330,550000,95, Rejected
3583,18,Male,5,1,No, Non Graduate,Student,20000,33336,48,557,890000,95,Rejected
3584,18,Female,4,3,No, Graduate,Freelancer,37000,46609,48,334,2450000,67.27, Rejected
3585,26,Female,3,2,Yes, Graduate,Salaried,70000,124100,18,487,890000,53.98, Rejected
3586,25,Male,2,2,No, Graduate,Salaried,47000,140722,60,539,440000,87.97, Rejected
3587,26,Female,2,0,No, Graduate,Salaried,74000,139390,18,710,100000,89.29, Approved
3588,64,Male,5,3,No, Non Graduate,Self-Employed,0,100933,48,879,110000,65.37, Approved
3589,48,Male,4,1,No, Non Graduate,Self-Employed,62000,51770,48,512,610000,95, Rejected
3590,65,Male,2,3,No, Graduate,Salaried,0,150000,12,561,1000000,84.65, Approved
3591,30,Male,3,1,Yes, Non Graduate,Salaried,75000,56583,48,539,590000,51.97, Rejected
3592,31,Male,3,2,No, Non Graduate,Salaried,20000,78500,24,544,100000,93.79, Rejected
3593,68,Female,2,1,Yes, Non Graduate,Salaried,0,87860,18,631,320000,84.33, Approved
3594,66,Male,2,2,No, Graduate,Salaried,147000,80205,36,546,460000,91.65, Rejected
3595,41,Male,1,0,Yes, Graduate,Salaried,85000,94538,60,569,500000,57.49, Approved
3596,38,Female,4,3,No, Non Graduate,Self-Employed,90000,150000,24,384,1000000,69.61, Rejected
3597,56,Female,2,2,No, Non Graduate,Self-Employed,73000,150000,36,583,360000,95, Approved
3598,21,Male,5,3,Yes, Non Graduate,Self-Employed,34000,69691,48,517,0,63.82, Rejected
3599,51,Male,3,2,No, Graduate,Salaried,150000,150000,36,420,100000,95, Rejected
3600,27,Male,2,3,No, Non Graduate,Self-Employed,58000,58904,12,644,100000,62.76, Approved
3601,45,Female,2,2,Yes, Graduate,Unemployed,98000,150000,48,349,1000000,75.46, Rejected
3602,57,Male,3,2,Yes, Graduate,Salaried,125000,135725,36,662,340000,95, Approved
3603,35,Male,0,0,No, Non Graduate,Self-Employed,21000,106112,12,704,100000,60.52, Approved
3604,42,Female,4,0,Yes, Non Graduate,Salaried,74000,150000,36,324,950000,95, Rejected
3605,24,Male,5,2,No, Graduate,Salaried,66000,150000,48,757,190000,95, Approved
3606,25,Female,3,1,No, Graduate,Student,56000,37699,60,361,600000,95, Rejected
3607,28,Male,1,2,No, Graduate,Self-Employed,18000,13978,72,415,440000,88.08,Rejected
3608,47,Female,5,0,No, Graduate,Salaried,78000,150000,18,618,960000,88.39, Approved
3609,54,Female,4,3,No, Graduate,Unemployed,91000,150000,60,524,950000,87.2, Rejected
3610,36,Female,0,3,Yes, Non Graduate,Student,72000,150000,36,887,100000,62.9, Approved
3611,61,Female,2,2,No, Non Graduate,Freelancer,0,110786,48,729,1000000,95, Approved
3612,66,Male,4,3,No, Graduate,Salaried,0,76746,72,774,1000000,94.63, Approved
3613,26,Female,0,0,No, Non Graduate,Salaried,33000,33555,48,724,100000,89.53, Approved
3614,47,Male,5,2,Yes, Graduate,Unemployed,118000,150000,12,320,100000,67.63, Rejected
3615,50,Male,5,1,Yes, Graduate,Self-Employed,35000,118697,48,590,320000,71.9,Rejected
3616,29,Male,5,1,No, Graduate,Salaried,34000,78096,72,796,950000,95, Approved
3617,35,Female,0,1,Yes, Graduate,Salaried,74000,68966,18,890,1000000,44.35, Approved
3618,20,Male,0,2,Yes, Non Graduate,Salaried,14000,20407,36,651,210000,49.65, Approved
3619,25,Female,4,2,Yes, Non Graduate,Salaried,13000,61981,48,634,920000,40, Approved
3620,49,Female,4,2,No, Graduate,Salaried,53000,49755,36,660,120000,72.01, Approved
3621,62,Male,4,0,Yes, Non Graduate,Salaried,160000,54915,48,512,330000,63.27, Rejected
3622,59,Female,4,2,No, Non Graduate,Salaried,0,126508,72,900,670000,54.72, Approved
3623,66,Female,2,1,Yes, Graduate,Freelancer,0,149390,24,823,460000,43.93, Approved
3624,65,Male,2,0,Yes, Non Graduate,Salaried,0,150000,36,880,800000,41.79, Approved
3625,70,Female,1,0,No, Non Graduate,Salaried,87000,78953,18,439,100000,92.48,Rejected
3626,53,Male,5,0,Yes, Graduate,Self-Employed,157000,150000,36,441,1470000,68.58, Rejected
3627,70,Male,3,1,No, Non Graduate,Self-Employed,97000,150000,12,360,1000000,93.73, Rejected
3628,25,Female,1,0,No, Graduate,Freelancer,40000,71527,36,561,1000000,81.2, Approved
3629,57,Male,2,3,No, Graduate,Self-Employed,136000,150000,24,758,2090000,65.82, Approved
3630,52,Female,2,3,No, Graduate,Student,74000,118229,18,621,1000000,60.96, Approved
3631,64,Male,4,2,Yes, Graduate,Self-Employed,0,73956,72,621,100000,43.61, Approved
3632,62,Male,3,2,Yes, Graduate,Self-Employed,147000,108288,24,342,2540000,74.39, Rejected
3633,35,Female,4,0,No, Graduate,Freelancer,25000,119917,18,552,420000,74.24,Rejected
3634,53,Female,0,1,No, Non Graduate,Self-Employed,122000,138382,48,376,100000,95, Rejected
3635,67,Female,0,0,Yes, Graduate,Self-Employed,0,113096,24,801,440000,82.1, Approved
3636,32,Male,3,0,No, Non Graduate,Self-Employed,28000,14477,36,512,160000,79.15,Rejected
3637,51,Female,0,2,Yes, Graduate,Salaried,55000,41221,48,497,150000,65.28, Rejected
3638,58,Female,0,2,Yes, Graduate,Unemployed,30000,38018,24,386,420000,51.76, Rejected
3639,22,Male,3,2,No, Non Graduate,Self-Employed,42000,94326,60,683,660000,62.96, Approved
3640,18,Female,0,2,No, Graduate,Salaried,39000,73039,24,779,100000,77.24, Approved
3641,68,Female,3,2,Yes, Non Graduate,Self-Employed,0,150000,72,876,950000,40.35, Approved
3642,55,Male,3,0,Yes, Graduate,Salaried,47000,104264,48,515,780000,40, Rejected
3643,31,Female,2,1,Yes, Non Graduate,Salaried,53000,104221,18,463,540000,40, Rejected
3644,31,Female,4,1,No, Non Graduate,Freelancer,30000,63594,36,486,1000000,52.22,Rejected
3645,51,Male,0,3,Yes, Non Graduate,Salaried,91000,100964,24,328,780000,40, Rejected
3646,52,Male,2,1,No, Non Graduate,Self-Employed,59000,62736,60,343,980000,81.65, Rejected
3647,23,Female,0,2,Yes, Graduate,Salaried,55000,150000,12,712,100000,53.88, Approved
3648,53,Female,3,3,No, Non Graduate,Unemployed,28000,17311,36,607,660000,95, Approved
3649,22,Female,0,3,Yes, Graduate,Salaried,55000,59442,60,812,950000,95, Approved
3650,37,Female,4,0,No, Non Graduate,Salaried,78000,150000,12,589,600000,95,Rejected
3651,26,Male,1,0,Yes, Non Graduate,Self-Employed,52000,150000,60,657,1000000,78.47, Approved
3652,63,Male,4,1,Yes, Non Graduate,Self-Employed,140000,106085,36,453,150000,81, Rejected
3653,63,Male,4,1,Yes, Non Graduate,Salaried,0,110150,48,889,2240000,87.6, Approved
3654,52,Male,1,0,No, Graduate,Salaried,119000,150000,36,564,1000000,58.1, Approved
3655,36,Female,1,3,No, Non Graduate,Unemployed,90000,119508,60,419,100000,69.93, Rejected
3656,65,Male,1,0,No, Graduate,Salaried,0,150000,36,663,540000,62.29, Approved
3657,60,Male,1,2,No, Non Graduate,Salaried,30000,44913,60,884,980000,95, Approved
3658,39,Male,1,3,Yes, Graduate,Salaried,46000,150000,36,528,750000,65.93,Approved
3659,34,Female,2,2,Yes, Graduate,Salaried,19000,38408,12,475,100000,46.19, Rejected
3660,38,Male,4,0,No, Non Graduate,Self-Employed,43000,31548,72,695,110000,75.83, Approved
3661,37,Female,5,2,No, Non Graduate,Student,44000,141976,48,759,180000,77.04, Approved
3662,34,Male,2,1,Yes, Non Graduate,Salaried,39000,131155,60,636,100000,56.49, Approved
3663,66,Male,3,3,Yes, Non Graduate,Self-Employed,115000,150000,48,546,1000000,43.68, Rejected
3664,34,Male,5,2,No, Graduate,Salaried,65000,150000,12,639,1000000,76.11, Approved
3665,61,Male,4,0,No, Non Graduate,Salaried,49000,66578,24,388,100000,95, Rejected
3666,60,Female,5,1,Yes, Graduate,Salaried,162000,144122,72,594,100000,92.63,Rejected
3667,47,Female,1,0,No, Non Graduate,Salaried,56000,121524,36,760,210000,92.2, Approved
3668,66,Male,4,0,No, Non Graduate,Salaried,87000,64261,36,582,950000,62.06,Rejected
3669,33,Female,3,1,Yes, Non Graduate,Freelancer,58000,62016,72,896,100000,67.29, Approved
3670,21,Female,5,3,Yes, Non Graduate,Salaried,29000,21652,60,891,700000,95, Approved
3671,53,Male,2,2,No, Non Graduate,Salaried,87000,150000,72,495,170000,62.96, Rejected
3672,60,Male,3,3,Yes, Graduate,Salaried,0,150000,48,865,120000,44.13, Approved
3673,43,Female,4,0,No, Non Graduate,Salaried,50000,63453,18,775,190000,60, Approved
3674,35,Male,5,2,No, Graduate,Self-Employed,88000,78703,12,318,1000000,91.46, Rejected
3675,23,Male,3,2,No, Graduate,Student,56000,150000,24,395,820000,92.08, Rejected
3676,51,Female,4,1,Yes, Non Graduate,Salaried,145000,71687,24,772,1000000,80.59, Approved
3677,56,Male,2,0,No, Non Graduate,Self-Employed,57000,150000,48,318,950000,74.94, Rejected
3678,47,Male,3,3,Yes, Non Graduate,Salaried,138000,69463,18,649,400000,85.62, Approved
3679,27,Female,3,0,Yes, Non Graduate,Salaried,75000,150000,36,438,150000,75.87, Rejected
3680,39,Female,5,2,No, Graduate,Salaried,50000,120662,24,588,980000,95,Rejected
3681,70,Female,5,0,No, Non Graduate,Self-Employed,0,150000,24,815,110000,94.13, Approved
3682,57,Male,4,1,No, Graduate,Self-Employed,62000,94282,72,364,950000,74.22, Rejected
3683,43,Male,2,3,No, Non Graduate,Salaried,78000,44903,12,586,1430000,68.44, Approved
3684,57,Male,4,0,No, Non Graduate,Salaried,93000,150000,36,555,950000,52.37,Rejected
3685,20,Male,4,2,No, Graduate,Freelancer,18000,71271,48,312,180000,56.44, Rejected
3686,47,Female,2,1,Yes, Graduate,Salaried,130000,150000,24,605,950000,62.79, Approved
3687,38,Male,5,0,Yes, Non Graduate,Self-Employed,46000,149040,72,672,160000,40, Approved
3688,47,Male,2,1,No, Non Graduate,Salaried,121000,150000,72,591,250000,95, Approved
3689,45,Female,4,2,No, Graduate,Self-Employed,99000,62081,48,321,1000000,85.47, Rejected
3690,27,Male,2,2,No, Graduate,Self-Employed,62000,68597,12,393,640000,93.99, Rejected
3691,57,Female,0,2,No, Graduate,Salaried,112000,89660,48,561,440000,50.09, Approved
3692,25,Male,5,3,No, Graduate,Salaried,13000,38136,60,725,170000,59.21, Approved
3693,43,Female,1,3,No, Non Graduate,Self-Employed,96000,80719,60,438,100000,88.61, Rejected
3694,20,Male,5,2,No, Graduate,Salaried,30000,29528,48,399,400000,95, Rejected
3695,46,Female,0,0,No, Graduate,Salaried,117000,127453,36,592,410000,59.67, Approved
3696,55,Female,2,3,No, Non Graduate,Salaried,120000,69209,36,835,250000,95, Approved
3697,32,Male,0,1,No, Non Graduate,Salaried,70000,96530,72,733,100000,88.97, Approved
3698,50,Male,0,2,No, Non Graduate,Self-Employed,46000,66983,48,484,580000,58.89, Rejected
3699,18,Male,5,1,No, Non Graduate,Student,17000,32666,72,615,100000,87.24, Approved
3700,68,Male,3,3,No, Non Graduate,Salaried,157000,150000,36,591,1000000,95,Rejected
3701,67,Male,0,0,Yes, Graduate,Salaried,158000,150000,72,349,410000,40.11, Rejected
3702,46,Female,1,1,Yes, Graduate,Salaried,134000,150000,36,478,950000,85.87, Rejected
3703,23,Female,4,0,No, Graduate,Freelancer,65000,85496,24,633,0,81.31, Approved
3704,57,Male,1,2,No, Non Graduate,Salaried,136000,89071,36,378,950000,75.84, Rejected
3705,33,Female,1,1,Yes, Non Graduate,Salaried,77000,150000,12,461,150000,75.54, Rejected
3706,70,Female,2,1,Yes, Non Graduate,Salaried,0,150000,18,834,100000,65.33, Approved
3707,34,Female,0,1,No, Non Graduate,Self-Employed,90000,150000,24,671,740000,94.46, Approved
3708,18,Male,3,2,No, Graduate,Self-Employed,27000,71928,48,524,410000,56.7, Rejected
3709,57,Female,3,2,No, Graduate,Student,43000,104292,18,816,1490000,95, Approved
3710,54,Male,3,1,No, Graduate,Self-Employed,44000,46782,48,729,690000,95, Approved
3711,47,Female,5,1,No, Non Graduate,Salaried,107000,74887,60,307,1000000,56.55, Rejected
3712,52,Male,2,3,Yes, Graduate,Salaried,77000,65175,36,350,270000,84.18, Rejected
3713,27,Male,3,1,No, Non Graduate,Unemployed,15000,27653,24,444,1000000,63.86, Rejected
3714,53,Female,4,3,No, Non Graduate,Salaried,73000,102542,24,895,220000,95, Approved
3715,66,Male,2,2,Yes, Graduate,Salaried,0,150000,24,708,420000,91.88, Approved
3716,61,Male,2,1,No, Non Graduate,Salaried,153000,134637,12,355,100000,60.73, Rejected
3717,32,Female,5,1,No, Non Graduate,Self-Employed,59000,150000,60,756,150000,88.43, Approved
3718,57,Female,4,1,Yes, Graduate,Salaried,136000,136130,48,719,560000,79.5, Approved
3719,47,Male,1,1,Yes, Graduate,Salaried,46000,45864,12,439,100000,71.13, Rejected
3720,65,Male,4,3,No, Non Graduate,Salaried,0,150000,48,668,1000000,84.2, Approved
3721,28,Female,4,0,No, Non Graduate,Unemployed,31000,90015,72,765,1000000,95, Approved
3722,64,Male,5,0,No, Graduate,Unemployed,38000,127211,72,476,100000,63.96,Rejected
3723,52,Male,3,3,Yes, Graduate,Salaried,142000,150000,48,781,540000,51.43, Approved
3724,48,Female,1,1,No, Non Graduate,Self-Employed,78000,53606,48,350,520000,72.93,Rejected
3725,22,Male,0,2,No, Graduate,Self-Employed,48000,80831,60,783,500000,80.16, Approved
3726,21,Female,3,1,No, Graduate,Salaried,23000,88812,60,770,190000,95, Approved
3727,46,Female,2,3,No, Non Graduate,Salaried,113000,82432,48,822,180000,64.24, Approved
3728,50,Female,1,0,No, Non Graduate,Salaried,80000,150000,60,469,1000000,95, Rejected
3729,34,Female,2,1,Yes, Graduate,Salaried,100000,137347,18,300,550000,79.78, Rejected
3730,20,Female,2,2,No, Non Graduate,Self-Employed,11000,24571,60,692,2170000,52.76, Approved
3731,69,Male,5,0,No, Graduate,Unemployed,0,146504,24,707,100000,55.78, Approved
3732,34,Female,5,1,No, Non Graduate,Salaried,32000,38665,60,658,1000000,54.94, Approved
3733,31,Female,3,0,Yes, Graduate,Salaried,68000,143069,48,625,100000,80.98, Approved
3734,37,Male,1,0,Yes, Graduate,Unemployed,90000,80171,48,343,760000,91.83, Rejected
3735,25,Female,5,3,No, Graduate,Salaried,64000,150000,72,358,370000,53.62, Rejected
3736,47,Male,4,2,No, Graduate,Self-Employed,35000,150000,36,705,1460000,69.3, Approved
3737,42,Male,2,3,No, Graduate,Salaried,26000,66122,36,799,970000,65.15, Approved
3738,35,Female,3,1,No, Graduate,Salaried,81000,95504,12,397,950000,95, Rejected
3739,68,Male,5,3,Yes, Graduate,Self-Employed,201000,97648,48,493,770000,62.55, Rejected
3740,27,Female,0,0,No, Graduate,Self-Employed,61000,100221,36,446,950000,95,Rejected
3741,56,Male,2,3,No, Non Graduate,Salaried,44000,26851,12,315,550000,56.77, Rejected
3742,42,Male,5,1,Yes, Non Graduate,Salaried,75000,97339,48,887,1000000,45.9, Approved
3743,23,Male,5,3,No, Graduate,Salaried,22000,48102,72,429,280000,71.56, Rejected
3744,47,Female,4,3,No, Graduate,Unemployed,91000,113812,36,673,1000000,62.71, Approved
3745,57,Female,4,0,No, Non Graduate,Salaried,71000,106099,36,731,1450000,92.77, Approved
3746,57,Male,5,1,No, Graduate,Salaried,66000,150000,60,732,950000,92.5, Approved
3747,29,Female,5,1,Yes, Graduate,Salaried,41000,126690,48,525,1000000,68.59, Rejected
3748,51,Male,4,2,Yes, Non Graduate,Salaried,87000,150000,18,343,100000,70.64, Rejected
3749,25,Female,0,3,No, Non Graduate,Student,69000,126319,72,331,800000,95, Rejected
3750,36,Male,0,0,Yes, Non Graduate,Unemployed,84000,74818,48,845,1420000,44.94, Approved
3751,46,Male,2,1,Yes, Graduate,Freelancer,117000,93040,48,696,410000,65.46, Approved
3752,33,Male,5,0,No, Non Graduate,Salaried,93000,98870,48,772,220000,95, Approved
3753,49,Male,3,1,No, Graduate,Salaried,34000,46642,12,628,690000,88.59, Approved
3754,40,Male,0,0,Yes, Non Graduate,Salaried,37000,44980,12,764,2290000,95, Approved
3755,66,Female,1,3,No, Graduate,Salaried,0,150000,12,553,100000,93.76, Approved
3756,22,Female,1,3,No, Non Graduate,Salaried,42000,104211,18,653,1000000,80.18, Approved
3757,35,Female,1,1,Yes, Non Graduate,Self-Employed,77000,150000,48,506,790000,40, Approved
3758,49,Male,3,0,No, Graduate,Freelancer,92000,70256,48,431,620000,60.97, Rejected
3759,64,Male,2,1,Yes, Non Graduate,Salaried,0,142039,48,697,1000000,48.32, Approved
3760,19,Female,2,2,Yes, Non Graduate,Self-Employed,25000,62878,18,588,1000000,64.36, Approved
3761,40,Female,1,2,No, Non Graduate,Freelancer,26000,25447,36,846,100000,94.77, Approved
3762,40,Female,5,3,Yes, Graduate,Salaried,44000,57500,12,379,620000,77.7, Rejected
3763,54,Male,1,1,Yes, Non Graduate,Salaried,56000,39307,24,745,0,52.54, Approved
3764,51,Female,3,2,No, Graduate,Freelancer,117000,150000,36,523,2610000,59.29, Rejected
3765,45,Male,4,1,No, Graduate,Salaried,25000,63167,72,624,2290000,72.65, Approved
3766,26,Female,1,1,No, Graduate,Student,35000,112459,60,407,1000000,86.14, Rejected
3767,38,Female,3,3,No, Non Graduate,Self-Employed,58000,143221,60,756,330000,95, Approved
3768,42,Male,3,0,Yes, Graduate,Freelancer,48000,121824,60,351,600000,46.13, Rejected
3769,48,Female,3,2,No, Non Graduate,Self-Employed,29000,137136,72,373,280000,74.75, Rejected
3770,25,Male,4,1,No, Non Graduate,Self-Employed,52000,80696,48,461,130000,95,Rejected
3771,38,Male,4,3,No, Graduate,Student,27000,134256,36,672,560000,95, Approved
3772,47,Female,2,1,No, Graduate,Self-Employed,72000,149212,48,434,270000,70.26, Rejected
3773,26,Female,2,1,Yes, Non Graduate,Freelancer,35000,122495,36,541,370000,40.47, Rejected
3774,61,Male,3,1,Yes, Non Graduate,Self-Employed,93000,150000,18,413,810000,67.26,Rejected
3775,33,Female,1,0,Yes, Graduate,Student,54000,97076,48,592,300000,63.45, Approved
3776,64,Female,4,1,Yes, Non Graduate,Self-Employed,0,71189,72,665,100000,81.19, Approved
3777,42,Female,1,0,Yes, Graduate,Student,45000,56920,12,313,260000,57.4,Rejected
3778,26,Male,0,0,No, Non Graduate,Self-Employed,47000,107663,48,673,890000,63.35, Approved
3779,47,Male,0,0,Yes, Non Graduate,Salaried,46000,116782,72,382,170000,63.72, Rejected
3780,52,Female,5,2,Yes, Non Graduate,Salaried,136000,150000,36,661,950000,40, Approved
3781,18,Female,3,3,No, Graduate,Self-Employed,26000,95979,60,576,100000,54.43,Rejected
3782,59,Male,1,2,No, Graduate,Self-Employed,62000,33266,48,443,100000,57.69, Rejected
3783,66,Male,5,2,Yes, Graduate,Salaried,128000,113842,60,307,2750000,68.04, Rejected
3784,44,Male,4,0,Yes, Graduate,Salaried,101000,91588,72,656,150000,79.74, Approved
3785,52,Female,1,2,Yes, Graduate,Self-Employed,124000,147581,12,885,950000,71.1, Approved
3786,61,Male,3,1,No, Graduate,Salaried,0,92120,18,896,1000000,82.17, Approved
3787,24,Female,5,0,Yes, Non Graduate,Freelancer,67000,61925,72,802,330000,72.45, Approved
3788,60,Female,3,1,No, Graduate,Salaried,0,150000,48,650,360000,62.01, Approved
3789,67,Female,4,3,Yes, Non Graduate,Salaried,0,52762,36,665,930000,81.77, Approved
3790,52,Male,2,2,Yes, Graduate,Salaried,73000,134836,36,339,950000,55.77, Rejected
3791,26,Male,1,1,Yes, Non Graduate,Salaried,37000,29862,48,447,950000,54.49, Rejected
3792,39,Female,5,0,No, Non Graduate,Salaried,23000,41262,48,613,160000,75.73, Approved
3793,62,Female,5,0,Yes, Graduate,Salaried,185000,143397,24,424,100000,46.39, Rejected
3794,22,Female,2,1,Yes, Non Graduate,Freelancer,50000,150000,60,667,1930000,51.53, Approved
3795,66,Male,4,3,No, Non Graduate,Self-Employed,0,150000,36,715,820000,78.61, Approved
3796,45,Female,5,0,No, Non Graduate,Self-Employed,31000,53979,72,654,900000,82.35, Approved
3797,62,Male,2,0,No, Non Graduate,Self-Employed,45000,147576,60,549,240000,95, Rejected
3798,25,Female,4,3,No, Graduate,Salaried,18000,47475,36,373,1000000,83.77,Rejected
3799,63,Male,0,0,Yes, Graduate,Student,35000,117167,48,332,360000,53.3, Rejected
3800,30,Male,4,2,No, Graduate,Salaried,62000,150000,12,534,1000000,56.99, Rejected
3801,47,Female,3,0,No, Non Graduate,Salaried,55000,150000,24,396,1000000,95, Rejected
3802,45,Male,2,3,No, Graduate,Self-Employed,77000,118564,60,892,220000,95, Approved
3803,60,Male,5,2,No, Graduate,Salaried,0,119368,72,602,340000,64.95, Approved
3804,41,Male,0,2,Yes, Graduate,Salaried,101000,150000,36,615,2120000,74, Approved
3805,45,Male,5,0,No, Graduate,Self-Employed,128000,150000,48,482,950000,81.49, Rejected
3806,50,Male,0,2,No, Graduate,Student,46000,28988,48,397,950000,71.47, Rejected
3807,69,Female,0,1,Yes, Non Graduate,Self-Employed,136000,141227,60,464,120000,78.7, Rejected
3808,61,Male,0,0,Yes, Graduate,Salaried,0,150000,36,832,320000,49.79, Approved
3809,34,Female,5,0,No, Graduate,Self-Employed,64000,71190,48,802,2200000,59.92, Approved
3810,56,Male,2,2,No, Graduate,Self-Employed,89000,144747,60,628,1000000,58.58, Approved
3811,68,Female,4,3,Yes, Graduate,Salaried,0,85627,18,694,640000,40, Approved
3812,47,Male,1,3,Yes, Non Graduate,Salaried,105000,150000,72,741,380000,75.56, Approved
3813,50,Female,1,2,No, Non Graduate,Unemployed,92000,150000,36,748,370000,93.91, Approved
3814,41,Female,5,3,No, Graduate,Salaried,97000,105944,48,320,250000,95,Rejected
3815,47,Female,1,2,No, Graduate,Unemployed,57000,37348,36,774,1000000,51.99, Approved
3816,55,Male,0,2,No, Non Graduate,Salaried,82000,150000,12,500,830000,78.03,Approved
3817,65,Female,4,3,Yes, Non Graduate,Salaried,105000,150000,60,706,0,54.27,Rejected
3818,65,Female,4,2,Yes, Non Graduate,Self-Employed,0,86333,36,601,950000,40, Approved
3819,68,Female,2,3,No, Graduate,Student,0,97939,72,806,180000,95, Approved
3820,55,Male,0,3,Yes, Graduate,Salaried,46000,119538,60,644,390000,52.42, Approved
3821,29,Male,4,1,Yes, Graduate,Salaried,38000,102883,24,723,100000,82.63, Approved
3822,39,Female,5,1,No, Graduate,Salaried,49000,85979,24,509,160000,83.22, Rejected
3823,58,Male,0,0,Yes, Graduate,Self-Employed,102000,58397,60,898,240000,45.08, Approved
3824,31,Male,2,3,Yes, Graduate,Salaried,58000,139603,18,567,720000,48.87, Approved
3825,42,Female,1,0,Yes, Graduate,Salaried,65000,150000,36,715,220000,56.72, Approved
3826,38,Female,2,1,No, Non Graduate,Salaried,98000,96055,24,854,500000,91.73, Approved
3827,61,Female,1,0,Yes, Graduate,Salaried,0,150000,18,523,610000,70.61,Approved
3828,44,Male,1,2,No, Graduate,Self-Employed,65000,82488,60,534,2450000,78.19,Approved
3829,32,Male,0,3,No, Non Graduate,Salaried,51000,95830,72,470,100000,60.13, Rejected
3830,54,Female,1,2,No, Graduate,Freelancer,51000,144779,36,619,320000,76.53, Approved
